RefCode;Element;Name;AtNum;Group;Period;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen;
82;Ca;Ca1;20;E2;4;2;8;10;8,04;1,460781;13,05702;30,46033;0,08002087;34,963;0,01;0,965094;
82;Ca;Ca2;20;E2;4;2;8;8;8,25;1,454149;12,87999;30,25668;0,08055;24,776;0,00;0,95481;
531;In;In1;49;E13;5;3;9;6;6,35;1,323802;9,71758;26,75458;0,08284233;13,09134;0,00;0,940387;
588;Mg;Mg1;12;E2;3;2;1;6;6,04;1,282584;8,83784;25,36375;0,08317863;11,79069;0,00;0,970662;
970;Ca;Ca1;20;E2;4;2;4;9;7,84;1,442161;12,56406;29,84979;0,08050446;30,66475;0,04;0,944104;
1080;Na;Na1;11;E1;3;1;2;6;6,55;1,497236;14,05917;33,77491;0,08275157;18,765;0,00;0,890147;
1537;Rb;Rb1;37;E1;5;1;4;8;8,27;1,766201;23,07858;44,77795;0,08080863;46,04692;0,00;0,864729;
2118;Al;Al1;13;E13;3;3;4;6;5,81;1,190074;7,0601;21,84145;0,08373323;9,09855;0,04;0,963599;
2119;Al;Al1;13;E13;3;3;4;6;5,8;1,187094;7,00719;21,73604;0,08373736;9,03103;0,04;0,963936;
2259;Cr;Cr1;24;E6;4;3;2;6;6,72;1,22104;7,62568;22,3269;0,08227779;10,55638;0,00;0,857782;
2260;Cr;Cr1;24;E6;4;3;2;6;6,52;1,23411;7,87317;22,95629;0,08248001;10,67589;0,00;0,910015;
2325;K;K1;19;E1;4;1;4;8;6,52;1,670167;19,51497;40,26233;0,08136128;37,1344;0,02;0,894005;
2327;K;K1;19;E1;4;1;4;8;6,52;1,670364;19,5219;40,25877;0,08134895;37,15055;0,02;0,892564;
2531;Mg;Mg1;12;E2;3;2;2;6;6,11;1,285242;8,89289;25,24344;0,08290295;11,96784;0,02;0,935144;
5458;Na;Na1;11;E1;3;1;4;5;6,3;1,572553;16,28938;38,42233;0,08887463;11,7557;0,05;0,747995;
5686;Ce;Ce1;58;Ln;6;4;8;9;7,11;1,391553;11,28725;28,07856;0,08086372;27,963;0,05;1;
6247;Ba;Ba1;56;E2;6;2;4;9;6,33;1,655626;19,0097;39,77814;0,08443494;41,741;0,17;0,981867;
8002;K;K1;19;E1;4;1;4;6;5,08;2,271838;49,11575;79,07183;0,16697966;17,964;1,63;0,898085;
8180;Fe;Fe1;26;E8;4;3;6;6;5,11;1,268788;8,55569;25,45974;0,08491314;10,75084;0,03;1;
8180;Fe;Fe2;26;E8;4;3;6;6;5,05;1,24183;8,02187;24,40325;0,08497079;10,13817;0,04;1;
8508;Ga;Ga1;31;E13;4;3;16;6;5,6;1,239305;7,97303;23,45768;0,08308647;10,51515;0,02;0,990624;
8508;In;In1;49;E13;5;3;16;7;6,3;1,330477;9,86531;26,40717;0,08225247;15,77196;0,04;0,992082;
9381;Na;Na1;11;E1;3;1;2;6;6,65;1,49877;14,10241;33,86587;0,08281116;18,80698;0,00;0,895966;
9699;Ba;Ba1;56;E2;6;2;2;6;8,72;1,776748;23,49449;45,09204;0,08241318;26,454;0,00;0,998175;
9700;Ba;Ba1;56;E2;6;2;6;11;6,33;1,670963;19,54292;40,24408;0,08237243;55,667;0,06;1;
10451;Hg;Hg1;80;E12;6;2;4;6;5,8;1,464664;13,16142;31,41972;0,0823324;17,05843;0,03;0,969543;
10503;Ca;Ca1;20;E2;4;2;2;7;6,17;1,46508;13,17264;31,65004;0,08307869;21,27509;0,07;0,961013;
10503;Ca;Ca2;20;E2;4;2;2;8;6,7;1,44799;12,71703;30,4182;0,0810434;26,72422;0,02;0,944689;
11223;U;U1;92;An;7;6;2;7;4,6;1,290011;8,99226;25,41176;0,08378687;15,56907;0,02;1;
11223;Mg;Mg1;12;E2;3;2;2;6;5,95;1,280641;8,79772;25,31995;0,08338768;11,614;0,02;0,968379;
11224;Mg;Mg2;12;E2;3;2;2;6;6,05;1,275366;8,68946;24,8581;0,08306887;11,59123;0,03;0,941274;
11224;U;U1;92;An;7;6;4;7;4,64;1,293857;9,07293;25,50571;0,08379087;15,75659;0,02;0,993336;
11224;Mg;Mg1;12;E2;3;2;2;6;6,19;1,27988;8,78206;25,00366;0,08306693;11,696;0,02;0,934649;
11225;Mg;Mg2;12;E2;3;2;2;6;6,22;1,27023;8,58491;24,62153;0,08303461;11,45752;0,03;0,937135;
11225;U;U1;92;An;7;6;4;7;4,62;1,295641;9,1105;25,57953;0,08379599;15,82248;0,02;0,993814;
11225;Mg;Mg1;12;E2;3;2;2;6;6,17;1,278107;8,7456;24,90071;0,08305604;11,653;0,03;0,929976;
11227;Mg;Mg2;12;E2;3;2;2;6;6,1;1,276462;8,71189;24,84601;0,08303608;11,61833;0,03;0,934714;
11227;U;U1;92;An;7;6;4;7;4,61;1,298546;9,17193;25,70008;0,08382466;15,92841;0,02;0,993564;
11227;Mg;Mg1;12;E2;3;2;2;6;6,21;1,278814;8,76013;24,88545;0,08292125;11,618;0,03;0,921032;
11228;Mg;Mg1;12;E2;3;2;4;6;6,12;1,27185;8,6178;24,82138;0,083016;11,53186;0,01;0,950359;
11228;U;U1;92;An;7;6;4;7;4,6;1,297618;9,15228;25,71093;0,08380267;15,83458;0,02;0,999559;
11230;Mg;Mg1;12;E2;3;2;4;6;6,02;1,27264;8,63386;24,92848;0,08310913;11,51647;0,02;0,957585;
11230;U;U1;92;An;7;6;4;7;4,6;1,29743;9,1483;25,71469;0,0838478;15,79226;0,02;1;
11231;U;U1;92;An;7;6;2;7;4,61;1,290517;9,00285;25,42955;0,08375917;15,57912;0,02;1;
11231;Mg;Mg1;12;E2;3;2;2;6;5,99;1,276356;8,70971;25,22277;0,0834697;11,485;0,02;0,977294;
11233;Mg;Mg1;12;E2;3;2;4;6;6,09;1,272011;8,62107;24,87907;0,08308081;11,51582;0,01;0,954615;
11233;U;U1;92;An;7;6;4;7;4,61;1,297264;9,14479;25,69798;0,08378388;15,81372;0,02;0,999879;
12012;Rb;Rb1;37;E1;5;1;9;8;7,76;1,816713;25,11584;47,84973;0,08463433;39,28748;0,16;0,874721;
12012;Rb;Rb2;37;E1;5;1;3;12;9,11;1,783369;23,75813;46,00097;0,08401492;51,59547;0,00;0,848607;
12012;Rb;Rb3;37;E1;5;1;9;8;9,15;1,817302;25,14029;46,4328;0,08282582;37,59214;0,19;0,867564;
12012;Sr;Sr1;38;E2;5;2;3;6;6,32;1,585287;16,68831;39,07527;0,08830484;17,35466;0,00;0,985306;
12012;Y;Y1;39;E3;5;3;6;6;5,38;1,4489;12,741;33,03608;0,08498623;15,77203;0,04;0,999483;
13040;Ba;Ba1;56;E2;6;2;6;12;10,7;1,679186;19,83286;39,37445;0,08059325;50,79361;0,00;0,968005;
13040;Mn;Mn1;25;E7;4;2;6;6;6;1,333524;9,93323;27,82071;0,08388466;12,96491;0,00;1;
14141;Al;Al1;13;E13;3;3;8;6;5,65;1,169399;6,69848;21,34416;0,08357701;8,87274;0,03;0,999679;
14141;Al;Al2;13;E13;3;3;4;6;5,67;1,172717;6,75567;21,47426;0,08356498;8,94407;0,02;0,999996;
15496;Al;Al1;13;E13;3;3;6;6;6;1,170759;6,72189;21,37491;0,08336917;8,95113;0,00;1;
16703;Cr;Cr1;24;E6;4;3;1;6;6,11;1,235071;7,89159;23,69605;0,08482869;9,8629;0,00;0,982193;
17503;Y;Y1;39;E3;5;3;2;8;6,6;1,385705;11,14553;28,22943;0,08138262;23,232;0,03;1;
17504;Gd;Gd1;64;Ln;6;3;2;8;6,33;1,400885;11,51585;28,84349;0,0813846;23,971;0,04;1;
18654;Ga;Ga1;31;E13;4;3;1;6;5,9;1,229971;7,79423;23,63354;0,08365702;10,27096;0,00;1;
18654;K;K1;19;E1;4;1;2;9;8,42;1,681583;19,9179;39,66251;0,08066946;46,29259;0,12;0,945331;
18665;Fe;Fe1;26;E8;4;3;2;6;5,66;1,294268;9,08158;26,40677;0,08499507;11,34343;0,02;1;
18665;Fe;Fe2;26;E8;4;3;2;6;5,91;1,216635;7,54344;23,19386;0,08417069;9,70597;0,05;1;
21395;Cu;Cu1;29;E11;4;2;4;5;5,37;1,331515;9,88841;27,0853;0,08625957;6,082;0,08;0,935387;
21395;Cu;Cu2;29;E11;4;2;4;6;5,83;1,314274;9,50925;26,52281;0,0852731;12,369;0,05;0,904259;
21395;Cu;Cu3;29;E11;4;2;4;6;5,37;1,307518;9,36335;26,33028;0,08479861;12,296;0,04;0,939914;
21395;Cu;Cu4;29;E11;4;2;4;6;5,74;1,301586;9,23649;25,84176;0,08396229;12,342;0,02;0,902031;
21395;Cu;Cu5;29;E11;4;2;4;6;5,8;1,332926;9,9199;27,14656;0,0853264;12,106;0,01;0,911779;
21395;Zn;Zn1;30;E12;4;2;4;4;4,64;1,400175;11,49835;31,34707;0,09425372;3,524;0,17;0,87385;
21493;Co;Co1;27;E9;4;2;4;6;6,19;1,302659;9,25935;25,85345;0,08287634;12,42232;0,00;0,957738;
21494;Co;Co1;27;E9;4;2;4;6;6,19;1,302244;9,25052;25,8159;0,08286575;12,41093;0,00;0,957792;
21942;Dy;Dy1;66;Ln;6;3;18;7;5,65;1,424087;12,09757;31,14513;0,08449322;18,8315;0,02;1;
21942;U;U1;92;An;7;6;3;6;6;1,338961;10,05523;28,14076;0,08455573;12,8763;0,00;1;
21943;Er;Er1;68;Ln;6;3;18;7;5,54;1,40842;11,70267;30,42055;0,08434476;18,34579;0,05;1;
21943;U;U1;92;An;7;6;3;6;6;1,36493;10,65171;29,21955;0,08440434;13,70572;0,00;1;
21944;Eu;Eu1;63;Ln;6;3;18;7;5,83;1,450047;12,77129;32,32023;0,08472924;19,56385;0,04;1;
21944;U;U1;92;An;7;6;3;6;6;1,336936;10,00969;28,18219;0,085431;12,47677;0,00;1;
21945;Gd;Gd1;64;Ln;6;3;18;7;5,7;1,443953;12,61095;31,9751;0,08446469;19,72105;0,04;1;
21945;U;U1;92;An;7;6;3;6;6;1,327913;9,80839;27,67915;0,08456149;12,55792;0,00;1;
21946;La;La1;57;Ln;6;3;18;7;5,73;1,515233;14,57224;35,17018;0,08433565;22,57508;0,04;1;
21946;U;U1;92;An;7;6;3;6;6;1,333017;9,92192;27,86523;0,08437753;12,77759;0,00;1;
21947;Nd;Nd1;60;Ln;6;3;18;7;5,77;1,473976;13,41405;33,3594;0,0845068;20,55055;0,02;1;
21947;U;U1;92;An;7;6;3;6;6;1,354631;10,41242;28,97413;0,08571453;12,86891;0,00;1;
21948;Sm;Sm1;62;Ln;6;3;18;7;5,82;1,456132;12,93276;32,56773;0,08460512;19,87571;0,03;1;
21948;U;U1;92;An;7;6;3;6;6;1,349954;10,30495;28,69457;0,08516174;12,95023;0,00;1;
21949;Tb;Tb1;65;Ln;6;3;18;7;5,52;1,433134;12,32961;31,87075;0,08731543;18,2279;0,05;0,999008;
21949;U;U1;92;An;7;6;3;6;6;1,461193;13,06807;33,28951;0,08333908;17,42047;0,00;1;
21950;U;U1;92;An;7;6;3;6;6,38;1,425133;12,12426;31,35638;0,09328449;10,32023;0,00;1;
21950;Yb;Yb1;70;Ln;6;3;18;7;5,57;1,438287;12,46308;31,69871;0,08744729;18,40795;0,16;0,99018;
24326;In;In1;49;E13;5;3;8;6;7,82;1,320107;9,63644;25,37672;0,08179037;13,33797;0,00;0,767578;
26836;Li;Li1;3;E1;2;1;8;4;4,45;1,405885;11,63959;32,21991;0,09695604;3,313;0,19;0,898563;
27207;Na;Na1;11;E1;3;1;2;6;6,23;1,500184;14,14237;34,38205;0,08297134;18,92939;0,00;0,962934;
27208;Na;Na1;11;E1;3;1;2;6;6,64;1,496463;14,0374;33,88309;0,08281441;18,88289;0,00;0,903804;
27764;Ca;Ca1;20;E2;4;2;4;6;8,06;1,429725;12,24182;29,43069;0,08178092;17,2278;0,00;0,74422;
27764;Sn;Sn1;50;E14;5;4;4;6;7,5;1,251817;8,21696;22,94651;0,08197619;11,36021;0,00;0,799932;
27765;Ca;Ca1;20;E2;4;2;4;6;8,57;1,439959;12,5066;29,58902;0,08140463;18,05349;0,00;0,700348;
27765;Sn;Sn1;50;E14;5;4;4;6;6,65;1,270758;8,59562;24,31235;0,08295493;11,52693;0,00;0,902708;
27767;Sn;Sn1;50;E14;5;4;4;6;7,95;1,217172;7,55343;21,4209;0,08143483;10,6274;0,00;0,754266;
27767;Zn;Zn1;30;E12;4;2;4;6;7,45;1,343225;10,15161;26,30617;0,08216246;13,95661;0,00;0,805807;
28425;Ca;Ca1;20;E2;4;2;4;9;7,17;1,462724;13,10919;30,85301;0,08150253;32,25078;0,07;0,925356;
30744;Zn;Zn1;30;E12;4;2;1;6;5,87;1,27888;8,7615;25,51792;0,08346286;11,63728;0,00;1;
31029;K;K1;19;E1;4;1;8;9;7,45;1,663803;19,29275;39,61098;0,08087622;45,7277;0,07;0,925889;
31390;Na;Na1;11;E1;3;1;4;6;6,12;1,533094;15,09367;35,87494;0,08397218;19,16;0,02;0,996801;
34446;K;K1;19;E1;4;1;4;8;8,19;1,662531;19,24855;39,80012;0,08069331;39,38289;0,00;0,892284;
34757;Zn;Zn1;30;E12;4;2;3;6;6,22;1,287616;8,94228;25,50119;0,08308294;11,96838;0,00;0,963986;
34758;Ni;Ni1;28;E10;4;2;3;6;6,44;1,265769;8,49478;24,41215;0,08280732;11,43122;0,00;0,931412;
34759;Co;Co1;27;E9;4;2;3;6;6,15;1,290179;8,99577;25,70209;0,08319886;12,0158;0,00;0,974995;
35348;U;U1;92;An;7;6;4;6;4,53;1,313316;9,48847;27,103;0,08565894;12,61981;0,01;1;
35455;Re;Re1;75;E7;6;6;8;6;10,53;1,109735;5,72461;17,20624;0,08010728;8,87927;0,00;0,56962;
35456;Rb;Rb1;37;E1;5;1;2;10;6,88;1,783738;23,7729;45,50542;0,08039341;61,85019;0,03;0,960445;
35456;Rb;Rb2;37;E1;5;1;4;10;7,38;1,795629;24,2515;46,21448;0,08148269;58,82204;0,11;0,970462;
35637;In;In1;49;E13;5;3;8;6;7,54;1,323558;9,7122;25,64319;0,08200196;13,42395;0,00;0,795736;
36444;K;K1;19;E1;4;1;4;8;8,23;1,662617;19,25154;39,77218;0,08063013;39,46061;0,00;0,888089;
38676;Ca;Ca1;20;E2;4;2;2;6;3,87;1,240463;7,99539;28,00798;0,10336062;16,318;0,08;0,99587;
38676;Ca;Ca2;20;E2;4;2;2;6;3,66;1,264785;8,47498;28,93904;0,10543329;16,443;0,16;0,996691;
38676;Ca;Ca3;20;E2;4;2;2;7;5,03;1,499965;14,13618;35,22621;0,08692899;20,505;0,12;1;
38679;Na;Na3;11;E1;3;1;2;6;4,96;1,481591;13,62301;32,9926;0,08541009;17,877;0,21;0,959893;
38679;Na;Na1;11;E1;3;1;2;6;4,82;1,514382;14,54773;34,9419;0,08456669;17,772;0,07;0,983865;
38679;Na;Na2;11;E1;3;1;2;6;5,19;1,530701;15,02311;36,06129;0,08504547;18,077;0,09;0,976068;
39271;Na;Na1;11;E1;3;1;2;6;5,55;1,507434;14,34839;34,85638;0,08369797;18,79107;0,07;0,962247;
39271;Na;Na2;11;E1;3;1;1;6;6,01;1,532248;15,06869;34,59335;0,08271071;20,24793;0,00;0,945921;
39271;Na;Na3;11;E1;3;1;2;7;6,41;1,515009;14,56581;33,85806;0,08330048;22,77987;0,05;0,931243;
39732;Fe;Fe1;26;E8;4;3;2;6;5,81;1,244171;8,06731;24,14839;0,08345692;10,727;0,00;0,999976;
39732;Fe;Fe2;26;E8;4;3;4;6;5,59;1,242068;8,02648;23,94763;0,08338598;10,67337;0,01;0,98849;
39928;K;K1;19;E1;4;1;4;8;8;1,678317;19,80207;40,6755;0,08055106;41,35159;0,00;0,902027;
41200;Na;Na1;11;E1;3;1;2;6;6,49;1,498632;14,09851;33,957;0,08295647;18,762;0,00;0,89098;
41201;Na;Na1;11;E1;3;1;2;6;6,27;1,489526;13,84309;33,47511;0,08281615;18,452;0,02;0,889162;
41201;Na;Na2;11;E1;3;1;2;6;6,32;1,497276;14,0603;33,82937;0,08292668;18,673;0,01;0,90108;
41212;Al;Al1;13;E13;3;3;4;6;5,75;1,190741;7,07197;22,05184;0,08424224;9,06122;0,05;0,984129;
41213;Al;Al1;13;E13;3;3;4;6;5,49;1,191035;7,07721;22,14039;0,08438884;9,06557;0,05;0,988746;
41214;Al;Al1;13;E13;3;3;4;6;5,85;1,259951;8,37817;24,78559;0,08509549;10,52635;0,10;0,988799;
41215;Al;Al1;13;E13;3;3;4;6;4,99;1,202137;7,27697;22,67324;0,08535641;9,20049;0,09;0,996901;
43349;Cr;Cr1;24;E6;4;3;3;6;6,09;1,237414;7,93658;23,78979;0,08455828;10,03765;0,00;0,984449;
43350;Cr;Cr1;24;E6;4;3;3;6;6,22;1,235838;7,9063;23,54539;0,08413207;10,02415;0,00;0,964204;
50581;Al;Al1;13;E13;3;3;2;6;6,05;1,154882;6,45211;20,16179;0,08319279;8,76656;0,03;0,858446;
51253;Mg;Mg1;12;E2;3;2;2;6;5,93;1,312689;9,4749;27,03723;0,08529519;11,74509;0,00;0,996935;
51253;Mg;Mg2;12;E2;3;2;4;6;6,02;1,311949;9,45887;26,56302;0,08437693;11,88239;0,01;0,967484;
51253;Mg;Mg3;12;E2;3;2;4;6;5,96;1,29409;9,07784;25,21289;0,08309439;12,33408;0,06;0,866679;
51253;Mg;Mg4;12;E2;3;2;4;6;5,32;1,336511;10,00014;27,95645;0,08475912;12,58816;0,03;0,999014;
51253;Mg;Mg5;12;E2;3;2;4;6;6;1,28469;8,88145;24,73436;0,08312632;12,14303;0,07;0,815684;
54135;Be;Be1;4;E2;2;2;4;4;4,51;1,17488;6,79312;22,78031;0,09393993;2,227;0,02;0,853433;
54871;Rb;Rb1;37;E1;5;1;4;8;8,25;1,752213;22,53459;44,10671;0,0808171;45,09221;0,00;0,870352;
54872;Rb;Rb1;37;E1;5;1;4;8;8,25;1,752273;22,53688;44,10774;0,0808144;45,09903;0,00;0,870093;
60857;Mo;Mo1;42;E6;5;6;4;4;4,16;1,287816;8,94645;28,0894;0,09407369;2,90766;0,02;0,973451;
60857;Na;Na1;11;E1;3;1;2;6;6,36;1,516055;14,59598;34,39117;0,08281647;18,90909;0,00;0,990045;
60857;Ni;Ni1;28;E10;4;2;4;6;6,07;1,286779;8,92485;25,54455;0,08348903;11,68497;0,00;0,967585;
61076;Mn;Mn1;25;E7;4;2;4;6;6,29;1,338744;10,05035;26,99909;0,08236158;13,67823;0,00;0,879497;
61076;Mo;Mo1;42;E6;5;6;4;4;4,07;1,292005;9,03402;28,729;0,09618931;2,84508;0,01;0,984212;
61076;Na;Na1;11;E1;3;1;2;6;6,51;1,554822;15,74456;36,11952;0,08262483;20,11292;0,00;0,996198;
61116;Ni;Ni1;28;E10;4;2;1;6;6,27;1,293821;9,07217;25,74101;0,08403897;11,51045;0,00;0,957218;
61455;Zr;Zr1;40;E4;5;4;12;6;5,89;1,283263;8,85187;25,57848;0,08342098;11,74204;0,01;0,988363;
61456;Zr;Zr1;40;E4;5;4;12;6;6,03;1,506483;14,32127;33,07108;0,09020561;14,63203;0,34;0,901153;
62288;Na;Na1;11;E1;3;1;8;5;5,76;1,560139;15,90663;35,43845;0,08391604;11,41068;0,09;0,879562;
62288;Na;Na2;11;E1;3;1;8;6;6,08;1,500153;14,14149;34,56128;0,0838;18,30497;0,07;0,942158;
62289;Na;Na1;11;E1;3;1;8;5;5,75;1,560094;15,90526;35,42999;0,08392153;11,40938;0,09;0,877828;
62289;Na;Na2;11;E1;3;1;8;6;6,05;1,498671;14,09961;34,51104;0,08378175;18,26656;0,06;0,94497;
64753;Cr;Cr1;24;E6;4;3;3;6;6,22;1,239289;7,97272;23,67609;0,0839074;10,21613;0,00;0,964951;
64755;Cr;Cr1;24;E6;4;3;3;6;6,09;1,241005;8,00588;23,92991;0,08444584;10,17503;0,00;0,985418;
64756;Cr;Cr1;24;E6;4;3;3;6;6,13;1,248704;8,15582;24,13935;0,08397635;10,50815;0,00;0,979365;
65778;Co;Co1;27;E9;4;2;3;6;6,07;1,292579;9,04607;25,92188;0,08325452;12,07304;0,00;0,989098;
65784;Cu;Cu1;29;E11;4;2;4;6;5,59;1,296829;9,1356;25,9119;0,08417414;12,21771;0,00;0,957135;
65784;K;K1;19;E1;4;1;2;8;8,28;1,618061;17,74489;37,18272;0,08049514;33,56192;0,00;0,973309;
65809;Rb;Rb1;37;E1;5;1;2;10;6,88;1,782625;23,72841;45,45326;0,08040882;61,76659;0,03;0,961735;
65809;Rb;Rb2;37;E1;5;1;4;10;7,41;1,795225;24,23512;46,19237;0,08150377;58,79885;0,11;0,970655;
66239;Nd;Nd1;60;Ln;6;3;8;8;7,42;1,434512;12,3652;30,10413;0,08125717;26,25552;0,02;0,982348;
66250;Be;Be1;4;E2;2;2;2;4;4,34;1,184926;6,96888;23,48577;0,0945993;2,22513;0,00;0,934751;
66250;Be;Be2;4;E2;2;2;2;4;4,24;1,186187;6,99114;23,76749;0,09622999;2,22182;0,04;0,927491;
66324;Na;Na1;11;E1;3;1;4;8;5,98;1,536848;15,20483;34,86741;0,08344137;25,67;0,09;0,999981;
66325;Na;Na1;11;E1;3;1;4;10;5,95;1,541736;15,35037;35,01255;0,08323329;40,308;0,08;1;
68170;Al;Al1;13;E13;3;3;9;6;6,18;1,173548;6,77005;21,14849;0,08296292;9,06477;0,00;0,96216;
68170;Sr;Sr1;38;E2;5;2;3;12;12,33;1,50937;14,40376;31,07637;0,07821422;51,19698;0,00;0,879502;
69121;Ca;Ca1;20;E2;4;2;4;6;5,85;1,498925;14,1068;33,60285;0,08315779;13,093;0,03;0,999334;
69121;Ca;Ca4;20;E2;4;2;4;6;5,21;1,533439;15,10388;35,1456;0,08604169;14,091;0,10;0,966552;
69121;Ca;Ca2;20;E2;4;2;8;6;5,66;1,488716;13,82051;33,64784;0,08399115;17,041;0,01;0,987808;
69121;Ca;Ca3;20;E2;4;2;4;6;6,42;1,484569;13,70535;32,94314;0,0830089;16,966;0,09;1;
69389;Ca;Ca2;20;E2;4;2;4;8;6,59;1,496815;14,0473;32,76714;0,08178693;28,93;0,05;0,987727;
69389;Ca;Ca1;20;E2;4;2;4;6;5,89;1,501897;14,19087;33,75841;0,08430865;17,427;0,15;0,99803;
69389;Zn;Zn1;30;E12;4;2;4;4;4,24;1,387601;11,19136;31,15778;0,09171638;3,605;0,15;0,977574;
69452;Be;Be1;4;E2;2;2;1;4;4,35;1,17951;6,87375;23,29197;0,09397074;2,2261;0,01;0,916177;
69452;Be;Be2;4;E2;2;2;1;4;4,28;1,178528;6,85659;23,20741;0,09420077;2,21635;0,03;0,916629;
69453;Be;Be1;4;E2;2;2;2;4;4,36;1,175921;6,81119;23,07526;0,09374123;2,22063;0,02;0,909316;
69453;Be;Be2;4;E2;2;2;2;4;4,29;1,176468;6,82071;23,10728;0,09397179;2,21323;0,03;0,912948;
71198;Rb;Rb1;37;E1;5;1;2;10;6,88;1,782625;23,72841;45,45326;0,08040882;61,76659;0,03;0,961735;
71198;Rb;Rb2;37;E1;5;1;4;10;7,41;1,795225;24,23512;46,19237;0,08150377;60;0,11;0,970655;
71231;Pb;Pb1;82;E14;6;2;2;6;7,18;1,624609;17,96121;38,18092;0,08581181;17,91667;0,32;0,901757;
71861;Al;Al1;13;E13;3;3;16;6;6,37;1,182886;6,93293;21,32337;0,08286753;9,24828;0,00;0,94184;
71861;Sr;Sr1;38;E2;5;2;24;8;7,89;1,537208;15,2155;34,339;0,08142464;29,626;0,00;0,941389;
71904;Ti;Ti1;22;E4;4;4;4;6;4,66;1,224362;7,68809;23,54291;0,0842424;10,13448;0,04;1;
71904;Ti;Ti2;22;E4;4;4;4;6;4,88;1,221996;7,6436;23,36537;0,0838911;10,15414;0,04;1;
71904;K;K1;19;E1;4;1;4;8;7,31;1,742916;22,17776;43,26363;0,08501756;29,343;0,21;0,947506;
71904;K;K2;19;E1;4;1;4;9;7,6;1,751788;22,51819;43,62614;0,08432705;40,095;0,18;0,947248;
72051;Ti;Ti1;22;E4;4;4;4;6;4,84;1,227085;7,73949;23,64962;0,08422466;10,12675;0,03;1;
72051;K;K1;19;E1;4;1;4;9;7,43;1,751777;22,51775;43,58886;0,08445784;29,764;0,19;0,947235;
72051;K;K2;19;E1;4;1;4;9;7,62;1,744094;22,22277;43,30931;0,08426463;39,627;0,17;0,942027;
72051;Ti;Ti2;22;E4;4;4;4;6;4,88;1,220762;7,62047;23,31398;0,08385158;10,124;0,03;1;
72052;Mn;Mn1;25;E7;4;3;4;6;5,54;1,217173;7,55345;22,90265;0,08434261;10,09694;0,00;0,965197;
72053;Mn;Mn1;25;E7;4;3;4;6;5,47;1,230825;7,81047;23,42994;0,084652;10,3656;0,00;0,962926;
72533;Rb;Rb1;37;E1;5;1;2;10;6,88;1,782625;23,72841;45,45326;0,08040882;61,76659;0,03;0,961735;
72533;Rb;Rb2;37;E1;5;1;4;10;7,41;1,795225;24,23512;46,19237;0,08150377;58,79885;0,11;0,970655;
73265;Cu;Cu1;29;E11;4;2;4;6;5,75;1,29198;9,0335;25,69064;0,08415764;12,05053;0,00;0,955286;
73265;Na;Na1;11;E1;3;1;2;8;7,93;1,543486;15,40271;34,34983;0,08132043;28,07972;0,00;0,990357;
73266;Cu;Cu1;29;E11;4;2;4;6;5,44;1,303896;9,28577;26,23398;0,08433644;12,27465;0,00;0,958564;
73266;Rb;Rb1;37;E1;5;1;2;12;8,32;1,686058;20,07735;40,11781;0,08031291;72,09375;0,00;0,972825;
73499;Na;Na1;11;E1;3;1;1;6;6,01;1,527488;14,92871;35,70063;0,08403208;18,958;0,02;0,99829;
73499;Na;Na2;11;E1;3;1;1;6;6,05;1,533237;15,09789;35,84652;0,08397963;19,171;0,03;0,994403;
73499;Na;Na3;11;E1;3;1;1;6;5,98;1,531878;15,0578;35,83075;0,08395746;19,147;0,02;0,996122;
73499;Na;Na4;11;E1;3;1;1;6;5,96;1,527813;14,93824;35,67927;0,08410169;18,946;0,03;0,997543;
73500;Na;Na1;11;E1;3;1;1;6;6,15;1,526704;14,90574;35,5749;0,0838852;18,966;0,02;0,998223;
73500;Na;Na2;11;E1;3;1;1;6;6,04;1,53304;15,09209;35,82807;0,08388308;19,225;0,02;0,995657;
73500;Na;Na3;11;E1;3;1;1;6;6,08;1,533134;15,09485;35,84823;0,08389066;19,229;0,02;0,995241;
73500;Na;Na4;11;E1;3;1;1;6;6,1;1,527021;14,91501;35,60019;0,08392743;18,972;0,02;0,998073;
73502;Na;Na1;11;E1;3;1;1;6;6,02;1,53686;15,20516;36,1274;0,08412697;19,24;0,03;0,996859;
73502;Na;Na2;11;E1;3;1;1;6;6,02;1,534626;15,13898;36,02898;0,08421478;19,09;0,03;0,997298;
73502;Na;Na3;11;E1;3;1;1;6;6,01;1,535266;15,15791;36,04277;0,08412507;19,178;0,03;0,997037;
73502;Na;Na4;11;E1;3;1;1;6;5,98;1,535741;15,17199;36,0669;0,08419615;19,144;0,03;0,997559;
73503;Na;Na1;11;E1;3;1;4;6;6,07;1,533826;15,11529;35,94437;0,08403821;19,169;0,02;0,997078;
74114;Sr;Sr1;38;E2;5;2;4;10;7,17;1,504319;14,25963;32,36168;0,08142525;38,92847;0,12;0,982574;
74114;Sr;Sr4;38;E2;5;2;4;10;8,4;1,570016;16,21066;34,73139;0,0804102;41,868;0,05;0,968295;
74114;Cu;Cu1;29;E11;4;2;8;4;5,23;1,347778;10,2552;27,84794;0,08796372;0,179;0,09;0,95745;
74114;Sr;Sr2;38;E2;5;2;4;8;8,14;1,598945;17,12338;36,24104;0,08161803;33,862;0,13;0,919916;
74114;Sr;Sr3;38;E2;5;2;4;8;6,84;1,537429;15,22208;34,36229;0,08377728;28,812;0,15;0,955074;
