RefCode;Element;Name;AtNum;Group;Period;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen;
248979;Mg;Mg1;12;E2;3;2;1;6;6,24;1,300638;9,21632;26,06127;0,08411365;11,6756;0,00;0,961523;
248981;Mg;Mg1;12;E2;3;2;1;6;6,23;1,30369;9,28136;26,19538;0,08402376;11,82161;0,00;0,963692;
248983;Mg;Mg1;12;E2;3;2;1;6;6,24;1,302012;9,24556;26,12011;0,08407034;11,74124;0,00;0,962282;
248985;Mg;Mg1;12;E2;3;2;1;6;6,23;1,302904;9,26459;26,16148;0,08404859;11,78375;0,00;0,963236;
248987;Mg;Mg1;12;E2;3;2;1;6;6,23;1,30177;9,24041;26,11495;0,08409535;11,726;0,00;0,962935;
248989;Mg;Mg1;12;E2;3;2;1;6;6,24;1,301773;9,24048;26,11049;0,08407883;11,72996;0,00;0,962244;
248991;Mg;Mg1;12;E2;3;2;1;6;6,23;1,301878;9,24272;26,11531;0,08407456;11,73586;0,00;0,962352;
248993;Mg;Mg1;12;E2;3;2;1;6;6,24;1,301701;9,23894;26,10783;0,08408105;11,72701;0,00;0,962272;
248995;Mg;Mg1;12;E2;3;2;1;6;6,24;1,301832;9,24173;26,11082;0,08407235;11,73295;0,00;0,961947;
248997;Mg;Mg1;12;E2;3;2;1;6;6,23;1,302127;9,24801;26,12881;0,08408578;11,74013;0,00;0,962861;
248999;Mg;Mg1;12;E2;3;2;1;6;6,23;1,303127;9,26935;26,1686;0,08405005;11,78697;0,00;0,962942;
249121;Tl;Tl1;81;E13;6;1;4;8;7,39;1,768562;23,17125;44,32175;0,08121407;46,25143;0,08;0,769759;
249122;Tl;Tl1;81;E13;6;1;4;8;7,33;1,759254;22,8073;43,84483;0,08121245;45,26383;0,08;0,774572;
249138;Mn;Mn1;25;E7;4;2;4;6;5,73;1,36022;10,54182;28,45331;0,08348383;13,92661;0,04;0,948421;
249332;Co;Co1;27;E9;4;2;4;6;6,47;1,261327;8,40566;23,40362;0,08191322;12,25504;0,06;0,725227;
249332;Mo;Mo1;42;E6;5;6;4;6;4,61;1,216877;7,54795;23,76367;0,08690488;9,49099;0,01;0,999399;
249332;Mo;Mo2;42;E6;5;6;4;6;4,55;1,213164;7,47907;23,39472;0,08582626;9,512;0,04;0,99651;
249332;Mo;Mo3;42;E6;5;6;4;6;4,6;1,205496;7,33814;23,02181;0,08558558;9,38794;0,05;0,995945;
249332;Mo;Mo4;42;E6;5;6;4;6;4,56;1,21295;7,47511;23,50108;0,0859848;9,44508;0,02;0,999997;
249332;Mo;Mo5;42;E6;5;6;4;6;4,5;1,224482;7,69034;24,00933;0,08687931;9,71378;0,04;0,99609;
249332;Mo;Mo6;42;E6;5;6;4;6;4,55;1,210699;7,43357;23,27802;0,08566076;9,48191;0,04;0,997394;
249332;Mo;Mo7;42;E6;5;6;4;6;4,46;1,225298;7,70573;24,11839;0,0872996;9,67256;0,04;0,996825;
249332;Na;Na1;11;E1;3;1;2;6;6,3;1,494804;13,99075;33,87327;0,08462033;17,77903;0,00;0,928508;
249587;Be;Be1;4;E2;2;2;2;4;4,1;1,184401;6,9596;24,61041;0,10083943;2,10758;0,11;0,940803;
249744;Co;Co1;27;E9;4;2;4;6;6,09;1,30691;9,35031;26,34582;0,08339384;12,29926;0,00;0,968872;
249744;Mo;Mo1;42;E6;5;6;4;4;4,05;1,281357;8,81251;28,00611;0,09497696;2,826;0,01;0,976587;
249744;Na;Na1;11;E1;3;1;2;6;6,41;1,531973;15,0606;34,96192;0,08270087;19,534;0,00;0,985938;
249745;Ni;Ni1;28;E10;4;2;4;6;5,92;1,294995;9,09689;25,75331;0,08313365;12,08898;0,00;0,947459;
249745;Mo;Mo1;42;E6;5;6;4;4;4,02;1,280791;8,80082;27,84325;0,09452495;2,838;0,04;0,973403;
249745;Na;Na1;11;E1;3;1;2;6;6,37;1,523641;14,8162;34,59261;0,08266929;19,28;0,00;0,990146;
250008;K;K1;19;E1;4;1;4;8;9,01;1,671275;19,55385;40,03492;0,08042055;40,477;0,00;0,813469;
250009;K;K1;19;E1;4;1;4;8;8,62;1,674973;19,68393;40,48408;0,08070558;40,315;0,00;0,859899;
250095;Nd;Nd1;60;Ln;6;3;4;8;6,31;1,440046;12,50885;30,72859;0,08128344;26,10637;0,03;0,999997;
250342;Ca;Ca1;20;E2;4;2;2;8;8,88;1,449287;12,75122;30,06415;0,08061981;26,67195;0,00;0,900955;
250667;Ga;Ga1;31;E13;4;3;2;4;4,34;1,31208;9,4617;29,08654;0,09479648;3,14566;0,07;0,87269;
250667;Li;Li1;3;E1;2;1;2;4;4,58;1,375222;10,89449;30,87086;0,0921597;3,67145;0,03;0,858592;
251670;Sm;Sm1;62;Ln;6;3;2;8;7,09;1,41623;11,89844;29,49694;0,08087665;25,51639;0,01;0,998875;
251896;Mn;Mn1;25;E7;4;2;4;6;6,32;1,350191;10,31038;27,65438;0,08274169;13,88576;0,00;0,945175;
251897;Mn;Mn1;25;E7;4;2;4;6;6,31;1,350328;10,31352;27,66182;0,08273497;13,89216;0,00;0,945532;
252675;Ga;Ga1;31;E13;4;3;4;6;7,73;1,193363;7,11879;20,84278;0,08155333;10,27591;0,00;0,73927;
252675;Ga;Ga2;31;E13;4;3;4;6;6,72;1,220886;7,62278;22,05591;0,0820994;10,65259;0,00;0,803122;
252676;Ga;Ga1;31;E13;4;3;8;6;7,83;1,210442;7,42883;21,30986;0,08152234;10,46429;0,00;0,759327;
252677;Ga;Ga1;31;E13;4;3;8;6;7,69;1,210772;7,43491;21,46895;0,08176132;10,43496;0,00;0,780175;
252678;Ga;Ga1;31;E13;4;3;8;6;7,76;1,211575;7,44972;21,50712;0,0817379;10,4748;0,00;0,772928;
252679;Ga;Ga1;31;E13;4;3;4;6;7,99;1,187086;7,00705;20,39629;0,08121496;10,30543;0,00;0,688695;
252679;Ga;Ga2;31;E13;4;3;4;6;6,51;1,225007;7,70024;22,47095;0,08239963;10,58966;0,00;0,8625;
252680;Ga;Ga1;31;E13;4;3;8;6;7,85;1,207108;7,36761;21,1511;0,08136633;10,4476;0,00;0,750064;
255006;Li;Li1;3;E1;2;1;2;4;4,65;1,385389;11,13791;31,12459;0,09306731;3,63875;0,08;0,849576;
255462;Fe;Fe1;26;E8;4;3;4;6;5,57;1,236646;7,92182;23,87632;0,08360681;10,48311;0,03;1;
255462;Fe;Fe2;26;E8;4;3;4;6;5,1;1,237803;7,94408;23,90296;0,0838078;10,44;0,02;0,986599;
255462;Fe;Fe3;26;E8;4;3;4;6;5,19;1,238203;7,95177;23,90381;0,0838042;10,445;0,03;0,985338;
255743;Pb;Pb1;82;E14;6;2;2;9;8,21;1,54117;15,33347;33,46837;0,08023731;35,41866;0,13;0,890631;
255743;Pb;Pb2;82;E14;6;2;2;9;6,89;1,582394;16,5971;35,96307;0,08175245;36,41569;0,12;0,977278;
255775;Li;Li1;3;E1;2;1;2;6;5,55;1,346326;10,22209;28,39109;0,08414445;13,30822;0,06;1;
255776;Na;Na1;11;E1;3;1;2;6;5,87;1,472825;13,38266;34,09606;0,08465962;16,83042;0,07;1;
257360;Ca;Ca1;20;E2;4;2;4;7;6,26;1,50595;14,30607;33,37698;0,08534064;19,189;0,20;1;
257360;Ca;Ca2;20;E2;4;2;8;6;5,65;1,506542;14,32295;34,45665;0,08602891;16,022;0,08;0,99068;
257360;Ca;Ca3;20;E2;4;2;8;7;5,89;1,468117;13,25471;32,28892;0,08326355;20,611;0,03;0,990689;
258201;Rb;Rb1;37;E1;5;1;4;8;8,7;1,757144;22,72536;44,17313;0,08037105;46,488;0,00;0,844286;
258913;Sc;Sc1;21;E3;4;3;3;6;6;1,290556;9,00366;25,9751;0,08338113;11,98392;0,00;1;
260048;Co;Co1;27;E9;4;2;8;4;4,26;1,389419;11,23539;31,41837;0,09244099;3,738;0,13;0,952175;
260048;Co;Co2;27;E9;4;2;4;6;6,03;1,292776;9,0502;25,01532;0,08234333;12,346;0,01;0,86532;
260063;Cu;Cu1;29;E11;4;2;4;5;5,13;1,37056;10,78408;30,3053;0,09863753;6,726;0,21;0,961774;
260063;Cu;Cu2;29;E11;4;2;4;6;5,27;1,301723;9,23942;26,27762;0,08508226;12,143;0,03;0,920711;
260179;Mn;Mn1;25;E7;4;2;4;6;6,21;1,34902;10,28358;27,98323;0,08309793;13,76704;0,01;0,952372;
260467;Bi;Bi1;83;E15;6;3;2;8;6,97;1,461646;13,08022;30,91211;0,08151163;26,313;0,14;0,943872;
260467;Pd;Pd1;46;E10;5;2;2;5;5,23;1,400376;11,50331;29,68289;0,08869382;8,056;0,03;0,926931;
260606;K;K1;19;E1;4;1;4;12;11,92;1,553923;15,71727;33,48058;0,07846963;55,23846;0,00;1;
260606;Ni;Ni1;28;E10;4;2;8;6;6,16;1,264155;8,46231;24,05145;0,08286975;11,33416;0,04;0,862134;
260606;Ni;Ni2;28;E10;4;2;8;6;6,15;1,279681;8,77797;25,08134;0,08293456;11,74582;0,01;0,956624;
260606;Ni;Ni3;28;E10;4;2;4;6;8,03;1,252572;8,23183;23,1698;0,08223446;11,07164;0,00;0,747355;
261389;Cr;Cr1;24;E6;4;5;2;8;7,58;1,150726;6,3827;20,0743;0,08301869;11,13022;0,00;1;
261515;Fe;Fe1;26;E8;4;2;4;6;5,79;1,329965;9,85393;27,27929;0,08360371;12,87779;0,00;0,958214;
261515;K;K1;19;E1;4;1;2;8;7,07;1,635923;18,33905;38,81542;0,08171873;33,162;0,00;0,984146;
261515;Mo;Mo1;42;E6;5;6;4;4;4,15;1,303578;9,27897;29,23219;0,09599935;2,917;0,02;0,989861;
262458;K;K1;19;E1;4;1;2;8;7,82;1,635639;18,3295;38,3068;0,08103139;33,69136;0,00;0,97181;
262458;Ni;Ni1;28;E10;4;2;4;6;5,92;1,299574;9,19373;25,89502;0,08373355;11,93518;0,00;0,919854;
262459;Na;Na1;11;E1;3;1;2;8;6,91;1,519414;14,69323;34,04144;0,08219801;26,66044;0,00;0,992134;
262459;Ni;Ni1;28;E10;4;2;4;6;6,27;1,276614;8,715;24,94984;0,08327389;11,49061;0,00;0,924906;
263496;Ca;Ca1;20;E2;4;2;4;9;7,35;1,458674;13,00059;30,72548;0,08145841;31,93486;0,06;0,928051;
263497;Ca;Ca1;20;E2;4;2;4;9;7,35;1,458492;12,99574;30,71253;0,08145983;31,93144;0,06;0,925804;
263498;Ca;Ca1;20;E2;4;2;4;9;7,38;1,458053;12,98399;30,69229;0,0814403;31,90576;0,06;0,927779;
263499;Ca;Ca1;20;E2;4;2;4;9;7,34;1,458749;13,00259;30,73297;0,08145201;31,92595;0,06;0,930093;
263500;Ca;Ca1;20;E2;4;2;4;9;7,34;1,458686;13,00091;30,73179;0,08145707;31,92149;0,06;0,929911;
263501;Ca;Ca1;20;E2;4;2;4;9;7,35;1,458499;12,99592;30,71933;0,08145492;31,91801;0,06;0,928753;
263502;Ca;Ca1;20;E2;4;2;4;9;7,36;1,458585;12,99821;30,72485;0,08144114;31,91023;0,06;0,930438;
263503;Ca;Ca1;20;E2;4;2;4;9;7,43;1,45753;12,97005;30,63905;0,08139622;31,90376;0,06;0,921846;
263506;Ca;Ca1;20;E2;4;2;2;9;6,8;1,424741;12,11425;29,62251;0,08245797;27,38942;0,09;0,933046;
263506;Ca;Ca2;20;E2;4;2;2;8;7,51;1,505037;14,28005;32,73019;0,08396721;26,97511;0,16;0,854947;
263507;Ca;Ca1;20;E2;4;2;2;9;7,26;1,451827;12,81837;30,45714;0,08146916;31,48488;0,06;0,920922;
263507;Ca;Ca2;20;E2;4;2;2;9;7,48;1,461137;13,06657;30,88541;0,08146328;32,15059;0,06;0,946137;
263508;Ca;Ca1;20;E2;4;2;2;9;7,1;1,452769;12,84335;30,59919;0,08147174;31,39038;0,06;0,952389;
263508;Ca;Ca2;20;E2;4;2;2;9;7,72;1,459041;13,01042;30,77413;0,08147073;32,08709;0,06;0,935421;
263509;Ca;Ca1;20;E2;4;2;2;9;7,18;1,44909;12,74602;30,33703;0,08137146;31,35342;0,06;0,926599;
263509;Ca;Ca2;20;E2;4;2;2;9;7,51;1,457537;12,97021;30,6524;0,08161794;32,05069;0,07;0,917392;
263510;Ca;Ca1;20;E2;4;2;2;9;7,19;1,451901;12,82033;30,48243;0,08141999;31,41853;0,06;0,940229;
263510;Ca;Ca2;20;E2;4;2;2;9;7,43;1,458941;13,00775;30,73982;0,08165684;32,06314;0,08;0,934447;
280295;V;V1;23;E5;4;5;2;6;4,42;1,200819;7,25307;22,83656;0,08592667;9,61252;0,09;0,994037;
280930;K;K1;19;E1;4;1;4;9;8,76;1,684432;20,01932;39,9804;0,08103834;48,68746;0,05;0,838568;
280930;Zn;Zn1;30;E12;4;2;4;6;5,87;1,299992;9,2026;25,85786;0,08294533;12,38672;0,01;0,924261;
280931;K;K1;19;E1;4;1;4;9;8,51;1,698756;20,53438;40,9194;0,08115027;49,65268;0,04;0,855419;
280931;Mn;Mn1;25;E7;4;2;4;6;5,86;1,349925;10,30428;27,94315;0,08307443;13,83736;0,01;0,922667;
281326;Co;Co1;27;E9;4;2;4;6;5,84;1,307812;9,36967;26,39279;0,08336883;12,44565;0,02;0,965505;
281326;K;K1;19;E1;4;1;4;9;8,58;1,681289;19,90746;39,80033;0,08102853;48,70227;0,05;0,815978;
290679;Mg;Mg1;12;E2;3;2;1;6;6,24;1,310556;9,42877;26,45842;0,08392388;12,05242;0,00;0,961863;
290681;Mg;Mg1;12;E2;3;2;1;6;6,24;1,311441;9,44789;26,49364;0,0839132;12,08248;0,00;0,961799;
290683;Mg;Mg1;12;E2;3;2;1;6;6,55;1,305443;9,31885;25,83899;0,08309679;12,11461;0,00;0,916654;
290685;Mg;Mg1;12;E2;3;2;1;6;6,55;1,305881;9,32824;25,84895;0,08308164;12,13221;0,00;0,915533;
290687;Mg;Mg1;12;E2;3;2;1;6;6,56;1,306215;9,33538;25,85233;0,08306168;12,14899;0,00;0,914173;
290689;Mg;Mg1;12;E2;3;2;1;6;6,57;1,306557;9,34273;25,85866;0,08304737;12,16345;0,00;0,91299;
290691;Mg;Mg1;12;E2;3;2;1;6;6,58;1,306929;9,3507;25,86786;0,08303621;12,17779;0,00;0,912053;
290693;Mg;Mg1;12;E2;3;2;1;6;6,58;1,306701;9,34581;25,86265;0,08305746;12,15622;0,00;0,912193;
290695;Mg;Mg1;12;E2;3;2;1;6;6,58;1,307152;9,3555;25,88533;0,08306388;12,16705;0,00;0,912482;
290697;Mg;Mg1;12;E2;3;2;1;6;6,58;1,307792;9,36925;25,90564;0,08304437;12,19657;0,00;0,911736;
291076;Mn;Mn1;25;E7;4;2;4;6;7,95;1,291287;9,01897;23,66775;0,08073122;14,11785;0,00;0,583049;
291076;Sn;Sn1;50;E14;5;4;4;6;6,6;1,262262;8,42435;23,66006;0,08218283;11,54736;0,00;0,863472;
391239;Fe;Fe1;26;E8;4;3;2;6;5,83;1,246327;8,10933;24,23018;0,08371692;10,67202;0,00;0,998352;
391239;Li;Li1;3;E1;2;1;4;5;4,65;1,358068;10,49188;28,97802;0,08880935;6,93744;0,09;0,979483;
400850;Ti;Ti1;22;E4;4;4;4;6;4,7;1,223486;7,67159;23,49684;0,08418245;10,12207;0,04;1;
400850;Ti;Ti2;22;E4;4;4;4;6;4,96;1,21885;7,58472;23,23224;0,08382344;10,08018;0,04;1;
400850;K;K1;19;E1;4;1;4;9;7,28;1,741252;22,11432;43,16416;0,08488861;40,949;0,20;0,94728;
400850;K;K2;19;E1;4;1;4;9;7,71;1,749497;22,42994;43,49966;0,08422595;39,964;0,17;0,946355;
403150;Fe;Fe1;26;E8;4;3;2;6;5,84;1,247781;8,13773;24,28671;0,08369874;10,71591;0,00;0,998489;
403150;Li;Li1;3;E1;2;1;4;5;4,65;1,360229;10,54204;29,12038;0,08888206;6,96619;0,09;0,980889;
408961;Ce;Ce1;58;Ln;6;3;2;9;8,8;1,436266;12,41061;29,64625;0,07963979;32,37502;0,00;1;
408962;La;La1;57;Ln;6;3;2;9;8,81;1,446863;12,68734;30,08594;0,07964784;33,09517;0,00;1;
408963;Nd;Nd1;60;Ln;6;3;2;9;8,77;1,415331;11,8758;28,78717;0,07962453;30,97592;0,00;1;
408964;Pr;Pr1;59;Ln;6;3;2;9;8,72;1,424913;12,11864;29,17799;0,07960809;31,60243;0,00;1;
409477;Zn;Zn1;30;E12;4;2;8;4;4,14;1,406877;11,66425;33,35456;0,09594158;3,67203;0,10;0,963182;
409618;In;In1;49;E13;5;3;2;6;6,05;1,33275;9,91595;27,52323;0,0839689;12,79569;0,00;0,99642;
409618;Li;Li1;3;E1;2;1;4;5;4,55;1,371097;10,79675;29,82909;0,08913098;7,11926;0,09;0,962631;
410856;La;La1;57;Ln;6;3;2;9;8,33;1,445674;12,6561;30,05629;0,07957412;32,90542;0,00;1;
411256;Li;Li1;3;E1;2;1;4;6;7,16;1,330687;9,86999;25,9227;0,08180447;13,7212;0,00;0,820769;
411408;Mo;Mo1;42;E6;5;6;4;6;4,56;1,218108;7,57087;23,51723;0,08605085;9,629;0,04;1;
411408;Sb;Sb1;51;E15;5;3;8;3;4,87;1,568302;16,15763;36,24639;0,0955191;0;0,49;0,979936;
412788;Mo;Mo1;42;E6;5;6;4;6;4,59;1,212883;7,47386;23,24073;0,0855119;9,54854;0,05;0,992705;
412788;Mo;Mo2;42;E6;5;6;4;6;4,59;1,20976;7,41628;23,2636;0,08566152;9,47602;0,04;0,999063;
412788;Mo;Mo3;42;E6;5;6;4;6;4,45;1,227948;7,75584;24,28205;0,08733587;9,67915;0,04;0,999765;
412788;Mo;Mo4;42;E6;5;6;2;6;4,69;1,215562;7,52349;23,61593;0,08656199;9,50124;0,02;0,998625;
412788;Na;Na1;11;E1;3;1;2;6;6,26;1,488483;13,81403;33,57083;0,08360316;17,97532;0,03;0,900202;
412788;Na;Na2;11;E1;3;1;4;6;6,25;1,469985;13,30538;32,10344;0,08229844;18,15339;0,04;0,813035;
412788;Na;Na3;11;E1;3;1;4;6;5,6;1,450977;12,79588;32,12292;0,08369289;16,84509;0,05;0,889217;
412788;Na;Na4;11;E1;3;1;4;6;6,07;1,490027;13,85705;33,37947;0,08418647;17,70596;0,11;0,885571;
413817;Fe;Fe1;26;E8;4;3;3;6;6;1,227146;7,74065;23,49511;0,0834487;10,27704;0,00;1;
413918;K;K1;19;E1;4;1;4;9;8,77;1,684823;20,03324;39,98584;0,08117883;49,06094;0,06;0,794706;
413918;Mg;Mg1;12;E2;3;2;4;6;5,97;1,289454;8,98061;25,47236;0,08311184;12,02412;0,02;0,937955;
415925;Zn;Zn1;30;E12;4;2;12;4;4,3;1,402178;11,54776;32,7233;0,09368235;3,8292;0,07;0,921266;
417374;Co;Co1;27;E9;4;2;4;6;5,68;1,317796;9,58591;27,31738;0,08500096;12,07033;0,00;0,999572;
417374;Co;Co2;27;E9;4;2;4;6;5,81;1,305989;9,33055;26,77211;0,08466148;11,89928;0,00;1;
417374;Li;Li1;3;E1;2;1;4;4;4,6;1,438736;12,47476;33,6365;0,09294609;3,71629;0,03;0,965783;
417375;Li;Li1;3;E1;2;1;4;4;4,6;1,435487;12,39044;33,25304;0,09279332;3,66746;0,03;0,968942;
417375;Ni;Ni1;28;E10;4;2;4;6;5,71;1,295984;9,11775;26,42284;0,08487551;11,50841;0,00;0,999865;
417375;Ni;Ni2;28;E10;4;2;4;6;5,87;1,287754;8,94515;26,05401;0,08476014;11,36895;0,00;1;
417641;La;La1;57;Ln;6;3;2;10;7,35;1,492735;13,93274;31,92804;0,08033928;38,769;0,04;1;
417641;La;La2;57;Ln;6;3;2;9;6,57;1,497259;14,05981;32,99302;0,08207173;32,853;0,04;1;
417641;La;La3;57;Ln;6;3;2;9;6,46;1,495435;14,0085;32,96165;0,08224767;32,587;0,04;1;
417641;La;La4;57;Ln;6;3;2;10;7,34;1,49261;13,92925;31,92387;0,08040839;38,689;0,04;1;
417734;Co;Co1;27;E9;4;2;8;4;4,42;1,385221;11,13387;31,0864;0,09223607;3,739;0,13;0,939065;
417734;Co;Co2;27;E9;4;2;4;6;6,04;1,297049;9,14024;25,50015;0,08268876;12,34;0,03;0,923412;
418199;Th;Th1;90;An;7;4;2;10;9,7;1,405393;11,62739;27,94082;0,07896121;34,50121;0,00;1;
419331;Cd;Cd1;48;E12;5;2;8;6;6,31;1,415991;11,89243;29,50206;0,08265133;15,91197;0,01;0,87271;
419331;Ge;Ge1;32;E14;4;4;8;6;6,44;1,14435;6,27719;19,36551;0,08185862;8,87515;0,00;0,794101;
421242;K;K1;19;E1;4;1;2;8;7,38;1,648885;18,77846;39,51398;0,08082719;39,15424;0,03;0,959888;
421242;K;K2;19;E1;4;1;2;8;6,77;1,681741;19,92353;40,72839;0,08144858;37,52138;0,09;0,94417;
421242;Zn;Zn1;30;E12;4;2;2;6;6,33;1,306219;9,33548;25,72493;0,08278669;12,60896;0,02;0,877746;
421243;Co;Co1;27;E9;4;2;2;6;6,34;1,301746;9,23989;25,56116;0,08269019;12,50191;0,02;0,883216;
421243;K;K1;19;E1;4;1;2;8;7,31;1,64757;18,73355;39,44202;0,08080635;39,07229;0,04;0,959043;
421243;K;K2;19;E1;4;1;2;8;6,76;1,679153;19,83169;40,63638;0,08147622;37,05922;0,09;0,948547;
421244;K;K1;19;E1;4;1;2;8;7,4;1,66059;19,1812;40,07371;0,08081359;39,98062;0,03;0,959574;
421244;K;K2;19;E1;4;1;2;8;6,84;1,694854;20,39319;41,35865;0,0814396;38,31538;0,09;0,949664;
421244;Mn;Mn1;25;E7;4;2;2;6;6,33;1,340309;10,08564;27,11319;0,08276185;13,57412;0,00;0,878818;
421245;K;K1;19;E1;4;1;2;8;7,36;1,654778;18,9805;39,80268;0,08079587;39,55648;0,03;0,960236;
421245;K;K2;19;E1;4;1;2;8;6,73;1,680562;19,88165;40,67102;0,08156334;37,1357;0,10;0,944952;
421245;Mg;Mg1;12;E2;3;2;2;6;6,35;1,304421;9,29699;25,65053;0,08273601;12,57324;0,01;0,878887;
421595;Gd;Gd1;64;Ln;6;3;4;10;6,91;1,419754;11,98748;28,75608;0,07971041;33,3271;0,02;0,986904;
422474;Fe;Fe1;26;E8;4;3;2;6;5,84;1,267253;8,5247;24,85038;0,08334862;11,37547;0,00;0,981441;
422474;Mo;Mo1;42;E6;5;6;4;4;4,07;1,298949;9,18046;29,68958;0,09949632;2,78504;0,04;0,990749;
422479;Na;Na1;11;E1;3;1;4;6;6,14;1,494878;13,99285;33,75478;0,08428592;17,851;0,08;0,855628;
422479;Na;Na2;11;E1;3;1;4;6;6,35;1,501416;14,17725;33,49635;0,08386047;17,969;0,10;0,83698;
422887;In;In1;49;E13;5;3;4;6;5,93;1,347781;10,25526;28,40243;0,08450596;13,10882;0,00;0,992123;
422939;Fe;Fe1;26;E8;4;2;4;6;6,16;1,317904;9,58825;26,58212;0,08306747;12,72399;0,00;0,925889;
422939;Mo;Mo1;42;E6;5;6;4;4;4,09;1,285961;8,90784;28,31868;0,09559357;2,83163;0,01;0,982829;
422939;Na;Na1;11;E1;3;1;2;6;6,4;1,537934;15,23709;35,33132;0,08274021;19,54526;0,00;0,995336;
424112;Na;Na1;11;E1;3;1;2;6;7,23;1,468875;13,27525;31,20544;0,08151154;17,53292;0,00;0,829827;
427361;Na;Na1;11;E1;3;1;8;6;6,69;1,48807;13,80252;32,54065;0,08242234;17,18102;0,05;0,89047;
427361;Na;Na2;11;E1;3;1;4;6;7,18;1,491619;13,90152;33,48989;0,08317456;18,55887;0,01;0,819893;
427361;Na;Na3;11;E1;3;1;8;6;5,94;1,503509;14,23662;33,90815;0,08406435;17,52623;0,04;0,942038;
428570;K;K1;19;E1;4;1;4;10;8,83;1,639186;18,44901;38,11073;0,07989149;53,51699;0,00;0,968892;
428573;Rb;Rb1;37;E1;5;1;4;10;8,76;1,7298;21,68085;42,61036;0,08304644;51,99611;0,04;0,95478;
429162;Co;Co1;27;E9;4;2;1;6;5,78;1,314947;9,52386;26,94903;0,08537573;11,68636;0,00;0,980266;
429162;Ge;Ge1;32;E14;4;4;1;6;6,11;1,168703;6,68654;21,11774;0,08330186;8,8609;0,00;0,972465;
429162;K;K1;19;E1;4;1;1;10;8,9;1,756129;22,686;43,61227;0,08088435;58,97953;0,00;0,900399;
430319;Rb;Rb1;37;E1;5;1;8;11;8,11;1,733467;21,81904;42,57727;0,08051134;62,71645;0,08;0,971786;
430319;Rb;Rb2;37;E1;5;1;4;13;8,41;1,740519;22,08641;42,42689;0,07952925;78,85242;0,06;0,962419;
430383;K;K1;19;E1;4;1;8;9;5,97;1,672832;19,60855;40,95939;0,084001;42,0398;0,10;0,97035;
430383;K;K2;19;E1;4;1;8;9;6,57;1,719988;21,314;43,13867;0,0825221;45,59157;0,06;0,989983;
430533;Li;Li1;3;E1;2;1;1;4;5,52;1,361658;10,57529;29,2879;0,09026205;3,71781;0,02;0,720853;
431427;Li;Li1;3;E1;2;1;2;6;5,98;1,308792;9,39075;26,72193;0,0834277;12,47808;0,00;1;
432239;Cs;Cs1;55;E1;6;1;2;10;7,12;1,838705;26,03903;48,60809;0,08004034;69,273;0,02;1;
432239;Cs;Cs2;55;E1;6;1;2;16;12,46;1,918956;29,59945;50,43599;0,07900781;120,678;0,00;1;
432239;U;U1;92;An;7;6;4;7;4,47;1,296524;9,12915;25,7097;0,08410113;15,66877;0,02;1;
432240;Cs;Cs1;55;E1;6;1;2;10;7,11;1,835802;25,91591;48,4442;0,08000504;69,001;0,01;1;
432240;Cs;Cs2;55;E1;6;1;2;16;12,36;1,91989;29,64267;50,46272;0,07896344;121,405;0,00;1;
432240;U;U1;92;An;7;6;4;7;4,47;1,298483;9,1706;25,78057;0,0840458;15,75982;0,02;1;
432241;Cs;Cs1;55;E1;6;1;2;10;7,1;1,836195;25,93255;48,46172;0,07998471;69,136;0,02;1;
432241;Cs;Cs2;55;E1;6;1;2;16;12,31;1,923547;29,81242;50,65191;0,07897265;122,641;0,00;1;
432241;U;U1;92;An;7;6;4;7;4,5;1,299308;9,18808;25,81293;0,08407363;15,79261;0,02;1;
432242;Cs;Cs1;55;E1;6;1;2;10;7,1;1,836066;25,92709;48,43492;0,07995607;69,206;0,02;1;
432242;Cs;Cs2;55;E1;6;1;2;16;12,16;1,919968;29,64629;50,47123;0,07899877;122,324;0,00;1;
432242;U;U1;92;An;7;6;4;7;4,5;1,296937;9,13788;25,71496;0,08403758;15,7229;0,02;1;
432244;Cs;Cs1;55;E1;6;1;2;10;7,12;1,843249;26,23256;48,77081;0,07993878;69,98;0,02;1;
432244;Cs;Cs2;55;E1;6;1;2;16;12,25;1,925099;29,8846;50,73195;0,07902556;124,267;0,00;1;
432244;U;U1;92;An;7;6;4;7;4,49;1,297967;9,15966;25,75599;0,08403387;15,75751;0,02;1;
434359;Cs;Cs1;55;E1;6;1;2;10;7,24;1,834584;25,86436;48,35526;0,07998397;68,988;0,00;1;
434359;Cs;Cs2;55;E1;6;1;2;16;12,34;1,910992;29,23243;50,02897;0,07902265;119,298;0,00;1;
434359;Np;Np1;93;An;7;6;4;7;4,45;1,297299;9,14553;25,75494;0,0842114;15,66477;0,02;1;
434360;Cs;Cs1;55;E1;6;1;2;10;7,21;1,838035;26,01059;48,54554;0,08001524;69,338;0,00;1;
434360;Cs;Cs2;55;E1;6;1;2;16;12,37;1,91612;29,46841;50,30219;0,07902375;120,065;0,00;1;
434360;Np;Np1;93;An;7;6;4;7;4,44;1,299159;9,18492;25,82942;0,08421942;15,73808;0,02;1;
434361;Cs;Cs1;55;E1;6;1;2;10;7,22;1,839818;26,08634;48,64275;0,08001389;69,46;0,00;1;
